,reward,len,score,turns,dlvl,max_hitpoints,max_energy,armor_class,experience_level,experience_points,eating_score,gold_score,scout_score,sokobanfillpit_score,staircase_pet_score,staircase_score,episode_number,true_objective
274,11508.0,35068.0,11508,21270,7,58,37,1,9,2773,21200,574,3268,0,0,166,1,11508.0
275,3786.0,28660.0,3786,20432,1,5,32,6,7,944,19474,0,537,0,10,79,0,3786.0
276,1814.0,17738.0,1814,10854,1,51,34,3,6,451,10818,0,509,0,0,55,0,1814.0
277,2854.0,23008.0,2854,15826,1,67,33,3,7,643,14586,18,467,0,11,106,1,2854.0
278,503.0,4195.0,503,2888,1,29,26,4,4,122,2467,15,512,0,0,1,1,503.0
279,4273.0,23584.0,4273,15019,1,45,42,1,7,1030,14631,281,598,0,6,25,1,4273.0
280,16042.0,39445.0,16042,23999,2,71,53,0,9,3501,23821,1838,2342,0,2,61,1,16042.0
281,11604.0,42303.0,11604,24768,3,71,56,-4,9,2850,24173,94,1983,0,6,60,1,11604.0
282,17783.0,42423.0,17783,28239,5,67,51,3,9,3761,27994,445,3136,0,0,67,1,17783.0
283,10334.0,40498.0,10334,25409,6,61,48,5,8,2394,24909,1272,2488,0,0,84,0,10334.0
284,14341.0,41756.0,14341,27562,3,62,42,3,9,3456,27652,485,3239,0,0,53,1,14341.0
285,770.0,7105.0,770,6156,1,39,24,5,5,188,6171,8,432,0,6,17,1,770.0
286,9779.0,37711.0,9779,24902,3,62,48,1,8,2378,24046,595,2190,0,16,81,1,9779.0
287,12400.0,46853.0,12400,27340,4,67,52,3,9,2999,26884,486,2203,0,17,93,1,12400.0
288,7100.0,33492.0,7100,22069,3,60,65,0,8,1750,21476,2342,1661,0,6,55,1,7100.0
289,7945.0,47518.0,7945,26909,2,60,51,1,8,1966,26466,325,1275,0,5,49,1,7945.0
290,304.0,2843.0,304,2134,1,30,21,3,3,76,1850,0,604,0,1,1,0,304.0
291,5025.0,29750.0,5025,22518,1,47,35,5,7,1249,21576,29,413,0,31,174,1,5025.0
292,1542.0,10614.0,1542,7744,1,37,34,4,6,555,6775,148,528,0,3,20,0,1542.0
293,9773.0,65319.0,9773,24198,3,81,67,1,10,5120,23784,349,1364,0,6,46,1,9773.0
294,160.0,1996.0,160,1399,1,25,18,4,3,40,1106,0,614,0,5,8,0,160.0
295,2391.0,20438.0,2391,13113,1,44,26,3,6,323,12020,21,467,0,58,277,1,2391.0
296,428.0,3814.0,428,3144,1,23,24,4,4,104,2584,12,469,0,0,1,1,428.0
297,3344.0,19312.0,3344,13114,1,51,46,3,7,847,12498,22,662,0,6,34,1,3344.0
298,4452.0,23687.0,4452,17711,1,49,39,3,7,1113,17999,86,607,0,0,31,1,4452.0
299,5229.0,35678.0,5229,23747,2,60,40,1,8,1289,21849,467,715,0,19,93,1,5229.0
300,11285.0,44438.0,11285,26374,2,62,44,1,9,2777,26384,1153,1101,0,23,123,1,11285.0
301,11404.0,45941.0,11404,30623,3,71,46,2,9,2826,30450,828,1584,0,11,91,0,11404.0
302,17639.0,47046.0,17639,27703,5,71,57,1,9,4264,27325,983,3626,0,13,117,0,17639.0
303,7637.0,37964.0,7637,22069,2,49,43,2,8,1879,21805,233,1191,0,0,50,0,7637.0
304,2142.0,14743.0,2142,11066,1,51,31,3,6,530,9986,12,482,0,0,24,0,2142.0
305,487.0,5325.0,487,4007,1,37,21,3,4,121,3308,3,373,0,0,0,0,487.0
306,2111.0,15474.0,2111,12388,1,37,38,4,6,526,12334,7,423,0,11,40,0,2111.0
307,524.0,4928.0,524,3790,1,36,21,4,4,126,3422,20,462,0,0,3,0,524.0
308,2642.0,15564.0,2642,9834,4,50,44,3,6,623,9089,120,2058,0,5,32,1,2642.0
309,12589.0,41665.0,12589,27694,3,67,53,1,9,3101,27431,2113,1802,0,2,59,1,12589.0
310,13306.0,52520.0,13306,34456,3,64,51,3,9,3277,33713,744,1984,0,4,57,0,13306.0
311,10171.0,52692.0,10171,28950,2,76,56,2,8,2515,29535,439,1253,0,0,37,0,10171.0
312,504.0,5006.0,504,3918,1,31,21,6,4,123,3714,12,547,0,1,4,0,504.0
313,1755.0,21735.0,1755,13360,1,34,29,3,6,433,12072,13,467,0,3,84,1,1755.0
314,8143.0,33500.0,8143,19349,4,63,47,3,8,1983,19163,51,2160,0,1,61,0,8143.0
315,7869.0,34283.0,7869,21597,4,53,44,3,8,1877,21676,657,2083,0,0,113,0,7869.0
316,5906.0,34465.0,5906,22860,2,76,47,-2,8,1460,22043,136,1047,0,2,12,0,5906.0
317,511.0,3526.0,511,2436,1,35,26,3,4,124,2453,5,444,0,10,12,1,511.0
318,1387.0,14148.0,1387,10771,1,46,41,0,6,639,10043,9,473,0,21,56,0,1387.0
319,516.0,6217.0,516,4689,1,32,22,4,4,126,4338,12,535,0,0,0,0,516.0
320,8319.0,32367.0,8319,21677,1,69,43,1,8,2047,21331,1133,1261,0,0,61,1,8319.0
321,8208.0,26700.0,8208,17997,5,65,42,-4,8,1974,17701,92,1890,0,8,167,0,8208.0
322,998.0,7973.0,998,6303,1,42,29,3,5,247,5945,10,509,0,8,21,1,998.0
323,8821.0,36232.0,8821,22122,6,72,60,-2,8,2083,21499,295,3049,0,22,128,0,8821.0
324,6122.0,32655.0,6122,23942,2,71,33,3,8,1490,23467,492,1127,0,9,30,1,6122.0
325,2884.0,20106.0,2884,13339,1,53,47,4,7,714,13425,18,596,0,0,4,0,2884.0
326,1142.0,15043.0,1142,10931,1,37,26,-8,4,159,10436,16,9,0,13,35,0,1142.0
327,2784.0,19288.0,2784,13189,1,55,55,4,7,691,12575,832,646,0,4,37,1,2784.0
328,647.0,5480.0,647,4526,1,39,24,4,5,161,4083,3,516,0,0,1,1,647.0
329,3172.0,27911.0,3172,18949,1,54,33,4,7,793,18640,36,660,0,13,59,0,3172.0
330,4609.0,28135.0,4609,20489,1,53,40,-2,7,1142,20205,101,496,0,32,74,0,4609.0
331,5849.0,30360.0,5849,21482,2,63,28,1,8,1443,20614,313,551,0,8,87,1,5849.0
332,9919.0,45527.0,9919,27024,1,55,49,2,8,2426,26868,1131,525,0,7,53,0,9919.0
333,12578.0,48717.0,12578,30725,6,74,49,4,9,3064,30347,1858,3061,0,12,208,1,12578.0
334,600.0,6740.0,600,5606,1,22,18,1,4,147,5198,12,519,0,1,6,0,600.0
335,8528.0,61815.0,8528,31898,2,69,53,9,9,2847,31494,194,1007,0,30,141,0,8528.0
336,2560.0,21864.0,2560,12230,1,35,28,4,6,636,11781,6,569,0,0,71,0,2560.0
337,136.0,2656.0,136,1676,1,23,8,-4,2,28,1155,24,516,0,0,2,0,136.0
338,7939.0,29901.0,7939,20064,2,71,37,-3,8,1914,19369,203,1213,0,1,122,0,7939.0
339,184.0,2155.0,184,1645,1,26,18,4,3,44,1209,8,629,0,0,0,0,184.0
340,1620.0,16070.0,1620,11383,1,44,29,1,6,405,10455,672,593,0,16,54,0,1620.0
341,3265.0,23079.0,3265,16543,1,50,43,-5,7,773,14946,163,581,0,7,44,0,3265.0
342,7177.0,37918.0,7177,22513,1,57,45,2,8,1787,21944,181,486,0,1,88,1,7177.0
343,9387.0,40113.0,9387,25029,4,62,37,-2,8,2290,24789,801,1689,0,17,76,1,9387.0
344,700.0,7061.0,700,5752,1,40,24,3,5,172,4983,12,595,0,3,23,0,700.0
345,3594.0,24220.0,3594,15489,1,48,37,2,7,896,15075,22,533,0,4,21,0,3594.0
346,443.0,4774.0,443,3972,1,29,24,2,4,106,3304,9,539,0,3,7,1,443.0
347,9142.0,39195.0,9142,24049,2,62,55,0,8,2233,22543,150,984,0,2,81,1,9142.0
348,4664.0,25093.0,4664,17824,1,52,34,1,7,1155,16769,946,598,0,0,71,0,4664.0
349,16555.0,47871.0,16555,27906,2,69,53,5,9,3702,27352,2771,1504,0,7,102,1,16555.0
350,2812.0,26691.0,2812,19033,1,53,25,4,6,639,17615,10,476,0,39,100,1,2812.0
351,3946.0,22647.0,3946,15992,1,50,41,3,7,984,15265,6,568,0,0,19,1,3946.0
352,4999.0,31143.0,4999,22543,1,46,37,-2,7,1249,21191,3,616,0,5,32,1,4999.0
353,2820.0,23103.0,2820,13747,1,47,31,3,7,641,12857,8,533,0,11,26,1,2820.0
354,451.0,4952.0,451,3776,1,36,25,3,4,109,3628,5,663,0,5,5,0,451.0
355,17591.0,46380.0,17591,30331,5,71,49,2,9,4341,29833,795,3099,0,6,76,0,17591.0
356,1489.0,10209.0,1489,7422,1,57,34,3,6,370,6656,9,461,0,4,29,1,1489.0
357,175.0,2926.0,175,1573,1,26,21,3,3,42,1329,7,472,0,0,0,0,175.0
358,5994.0,35175.0,5994,24696,1,64,62,-1,8,1292,23362,594,526,0,8,21,1,5994.0
359,4939.0,30944.0,4939,20810,1,56,41,3,7,1224,20034,23,563,0,53,83,1,4939.0
360,16598.0,48757.0,16598,29038,6,69,44,-1,8,2559,27862,460,4454,0,13,57,0,16598.0
361,1016.0,8492.0,1016,6442,1,42,33,3,5,251,5693,12,518,0,0,4,1,1016.0
362,10802.0,34214.0,10805,19430,3,70,49,2,9,2627,19599,372,1665,0,1,94,1,10802.0
363,708.0,7971.0,708,6854,1,41,30,3,5,173,6222,16,527,0,4,13,0,708.0
364,11637.0,46841.0,11637,27609,4,70,47,2,9,2819,27173,229,2473,0,31,154,1,11637.0
365,2147.0,18434.0,2147,13390,1,51,40,3,6,535,12731,7,504,0,6,43,0,2147.0
366,6188.0,29799.0,6188,19187,2,48,51,2,8,1492,18192,160,1177,0,0,117,1,6188.0
367,14854.0,58116.0,14854,38733,7,69,59,2,9,3584,38613,918,3462,0,10,80,0,14854.0
368,16431.0,50797.0,16431,29179,5,87,51,6,9,3952,28600,633,2623,0,8,63,1,16431.0
369,2204.0,34856.0,2204,15952,1,47,38,-2,6,548,15390,12,384,0,0,0,1,2204.0
370,496.0,4980.0,496,3582,1,40,24,4,4,117,2871,28,625,0,4,18,0,496.0
371,8632.0,57619.0,8632,23303,2,55,48,1,8,2126,22717,310,1174,0,0,8,0,8632.0
372,656.0,9176.0,656,6758,1,39,21,2,5,164,6192,764,528,0,6,19,0,656.0
373,12516.0,35498.0,12516,25708,5,62,52,5,9,3069,25569,2408,3193,0,1,7,0,12516.0
374,4310.0,24890.0,4310,17988,1,54,32,2,7,1063,16571,238,679,0,6,36,1,4310.0
375,341.0,3244.0,341,2197,2,24,17,3,3,54,2188,25,1150,0,2,16,0,341.0
376,1029.0,8741.0,1029,6240,1,39,30,4,5,254,6136,3,576,0,0,18,0,1029.0
377,3028.0,19175.0,3028,13034,1,41,41,-2,7,757,12308,134,553,0,0,16,0,3028.0
378,5432.0,31588.0,5432,22172,2,51,49,6,8,1320,21708,264,892,0,8,62,1,5432.0
379,964.0,10986.0,964,8752,1,41,25,4,5,241,7888,0,641,0,0,0,0,964.0
380,3864.0,9409.0,3864,6843,1,48,48,4,7,956,6863,30,542,0,0,26,0,3864.0
381,326.0,3373.0,326,2800,1,34,21,4,4,81,2526,2,411,0,0,15,0,326.0
382,994.0,12335.0,994,8548,1,33,29,3,5,163,7354,6,532,0,0,15,1,994.0
383,6242.0,29944.0,6242,17541,2,57,39,-1,7,1279,17303,154,1099,0,0,65,1,6242.0
384,9253.0,45301.0,9253,28866,2,57,49,2,8,2290,28882,465,1132,0,0,169,1,9253.0
385,4384.0,28832.0,4384,21308,1,46,50,1,7,1096,20720,64,485,0,4,9,1,4384.0
386,8749.0,39633.0,8749,25291,8,72,44,4,8,2054,24454,233,2948,0,5,104,1,8749.0
387,650.0,6090.0,650,4857,1,30,14,4,4,159,4486,14,582,0,0,0,1,650.0
388,2988.0,20260.0,2988,15075,1,59,44,6,7,745,14761,8,475,0,4,47,0,2988.0
389,1071.0,8823.0,1071,6424,1,47,28,4,5,264,5650,5,503,0,7,18,0,1071.0
390,1261.0,3512.0,1261,1870,6,38,24,3,5,209,1454,39,2039,0,0,11,0,1261.0
391,11763.0,40207.0,11763,23923,3,63,48,10,8,1636,22860,311,2470,0,0,32,0,11763.0
392,7578.0,32637.0,7578,18402,5,53,42,4,8,1652,18337,1574,1274,0,4,15,0,7578.0
393,6088.0,32714.0,6088,19552,1,52,57,2,8,1496,18646,156,600,0,0,28,0,6088.0
394,8117.0,32957.0,8117,20059,4,64,48,1,8,1952,19080,345,1849,0,7,93,0,8117.0
395,5717.0,30189.0,5717,19659,1,49,43,3,8,1418,19249,25,567,0,12,55,1,5717.0
396,3476.0,20871.0,3476,15863,1,49,44,3,7,864,15054,12,683,0,8,28,0,3476.0
397,1051.0,9372.0,1051,7909,1,33,26,1,5,167,5759,3,649,0,0,6,0,1051.0
398,323.0,3136.0,323,2388,1,25,16,3,3,79,2588,7,559,0,0,0,0,323.0
399,8458.0,40708.0,8458,25438,4,57,63,1,8,2064,25338,458,2130,0,11,66,1,8458.0
400,4338.0,22691.0,4338,16441,1,51,38,1,7,1054,16420,122,615,0,0,123,0,4338.0
401,4468.0,23144.0,4468,15358,1,54,43,3,7,1117,14698,58,525,0,67,147,0,4468.0
402,3084.0,23294.0,3084,13700,1,57,39,9,7,750,13414,74,560,0,0,12,0,3084.0
403,4374.0,34449.0,4374,21741,1,50,47,-4,7,648,21669,146,538,0,35,211,0,4374.0
404,520.0,5361.0,520,4225,1,32,22,3,4,126,4068,16,583,0,22,25,1,520.0
405,10778.0,42946.0,10778,27739,3,73,36,3,9,2604,27139,824,1732,0,25,66,0,10778.0
406,11708.0,43256.0,11708,27912,7,72,47,-2,9,2847,27955,726,3096,0,2,30,0,11708.0
407,1043.0,16666.0,1043,7954,1,35,26,3,5,257,7193,5,386,0,0,5,1,1043.0
408,934.0,11044.0,934,8777,1,36,30,2,5,217,7752,16,609,0,23,71,0,934.0
409,1784.0,12517.0,1784,8934,1,48,35,4,6,446,8786,796,633,0,2,43,0,1784.0
410,17938.0,57694.0,17938,30471,3,68,59,4,9,4396,30549,5024,3139,0,0,176,1,17938.0
411,3497.0,18092.0,3497,12219,1,35,38,4,7,828,11663,185,552,0,4,32,1,3497.0
412,1119.0,4674.0,1119,2666,6,44,26,4,5,197,2030,1265,2821,0,1,8,1,1119.0
413,7610.0,40088.0,7610,22703,3,58,65,4,8,1827,22341,1682,1502,0,13,97,1,7610.0
414,11696.0,40886.0,11696,25905,4,76,59,0,9,2880,24416,2342,1591,0,17,67,1,11696.0
415,4276.0,25438.0,4276,16764,1,61,54,1,7,1069,15996,128,582,0,0,14,1,4276.0
416,5492.0,29365.0,5492,19027,1,71,37,3,8,1373,19014,130,508,0,7,32,1,5492.0
417,1405.0,12994.0,1405,11242,1,43,41,4,6,321,9811,9,486,0,7,33,1,1405.0
418,3327.0,20706.0,3327,15047,1,54,38,5,7,819,14604,51,613,0,15,60,1,3327.0
419,292.0,4268.0,292,1270,1,29,12,4,3,69,1136,6,504,0,8,10,0,292.0
420,14562.0,50850.0,14562,34504,5,67,45,1,9,3579,33744,2332,2710,0,43,196,0,14562.0
421,9483.0,100000.0,9486,26486,2,51,46,4,8,2359,26055,405,1256,0,2,224,1,9483.0
422,9257.0,28504.0,9257,20856,5,81,38,4,8,2244,20202,207,1964,0,10,92,0,9257.0
423,801.0,8864.0,801,7444,1,31,28,4,5,197,7045,13,654,0,2,3,0,801.0
424,4096.0,34814.0,4096,16796,1,53,42,1,7,1024,16263,16,539,0,0,194,1,4096.0
425,1628.0,11202.0,1628,8188,1,51,36,2,6,407,8203,0,550,0,0,3,1,1628.0
426,1764.0,18675.0,1764,12971,1,46,30,3,5,319,11276,12,573,0,0,89,1,1764.0
427,3691.0,24654.0,3691,14686,1,48,39,3,7,889,15060,135,658,0,0,0,1,3691.0
428,14695.0,55551.0,14695,30500,3,70,56,0,9,3566,30069,393,1997,0,1,105,0,14695.0
429,7805.0,53398.0,7805,27398,4,55,47,5,8,1905,27384,331,2074,0,23,77,1,7805.0
430,3376.0,21776.0,3376,15670,1,45,39,4,7,836,14981,162,607,0,5,49,1,3376.0
431,8983.0,42374.0,8983,25307,3,60,49,7,8,2179,24380,401,1158,0,4,63,1,8983.0
432,1291.0,15495.0,1291,8695,1,49,40,4,6,321,8348,7,518,0,36,83,0,1291.0
433,2167.0,15578.0,2167,11841,1,52,34,3,6,539,11322,11,584,0,3,14,0,2167.0
434,1510.0,12244.0,1510,9675,1,51,42,3,6,375,8263,10,569,0,4,23,1,1510.0
435,716.0,13850.0,716,11003,1,29,25,3,4,159,9025,898,381,0,2,27,0,716.0
436,3220.0,24768.0,3220,14885,1,58,43,-4,7,787,14320,12,943,0,0,7,1,3220.0
437,9367.0,41187.0,9367,25832,2,61,57,-2,8,2270,24942,355,1062,0,11,140,1,9367.0
438,8247.0,34218.0,8247,21871,3,50,49,1,8,2025,21550,91,1683,0,0,10,1,8247.0
439,3900.0,30862.0,3900,16710,1,65,52,6,7,975,16705,18,494,0,0,40,0,3900.0
440,1416.0,9534.0,1416,6262,2,46,35,3,6,334,5671,20,1234,0,0,15,0,1416.0
441,4349.0,31481.0,4349,18637,1,56,36,10,7,1067,17760,71,480,0,0,24,0,4349.0
442,646.0,4842.0,646,3459,1,27,25,4,4,157,2985,18,529,0,1,8,0,646.0
443,4308.0,32601.0,4308,23536,1,45,31,-1,7,1071,22977,114,606,0,10,42,1,4308.0
444,2499.0,14789.0,2499,10750,4,41,34,4,6,553,10623,117,1733,0,27,61,0,2499.0
445,5941.0,30993.0,5941,19981,2,64,42,1,8,1469,19568,71,617,0,2,91,0,5941.0
446,5894.0,35939.0,5894,20396,1,42,44,1,8,1466,19622,104,584,0,9,133,1,5894.0
447,8743.0,40134.0,8743,22697,3,49,33,3,7,1279,21595,203,1569,0,0,116,1,8743.0
448,17013.0,47913.0,17013,31104,4,81,49,1,9,4142,30761,1421,2061,0,22,108,1,17013.0
449,1270.0,10250.0,1270,7891,1,40,26,2,5,314,6833,14,636,0,4,27,1,1270.0
450,2022.0,15544.0,2022,10647,1,34,25,3,6,503,9931,10,434,0,7,72,0,2022.0
451,6943.0,29029.0,6943,16819,2,50,49,3,8,1715,16598,937,987,0,4,82,1,6943.0
452,3652.0,24146.0,3652,13615,1,51,50,3,7,913,12752,10,506,0,0,31,1,3652.0
453,11691.0,52766.0,11691,26998,4,80,46,3,9,2829,26294,321,2014,0,12,139,0,11691.0
454,2172.0,17353.0,2172,13623,1,40,43,3,6,345,12465,12,607,0,9,17,0,2172.0
455,2279.0,14597.0,2279,10789,1,41,22,3,5,319,10462,3,457,0,7,34,0,2279.0
456,731.0,6241.0,731,4777,1,45,21,3,5,178,4348,19,539,0,2,11,0,731.0
457,5309.0,18645.0,5309,12704,5,40,39,5,7,1162,12760,451,1764,0,17,63,1,5309.0
458,3913.0,29173.0,3913,15997,1,58,43,0,7,962,16520,65,569,0,2,16,1,3913.0
459,1430.0,10984.0,1430,7762,1,51,35,1,6,325,6672,94,1477,0,1,11,0,1430.0
460,7206.0,35344.0,7206,23354,1,64,57,5,8,1752,23260,246,604,0,0,55,0,7206.0
461,4924.0,30489.0,4924,17537,1,60,56,3,7,1200,16499,114,549,0,0,65,1,4924.0
462,6603.0,35532.0,6603,23597,3,44,43,2,8,1607,23050,249,1141,0,23,528,0,6603.0
463,5655.0,34814.0,5655,23676,1,55,51,1,8,1379,23098,129,549,0,10,73,1,5655.0
464,220.0,2118.0,220,1248,1,28,20,3,3,52,1212,12,637,0,9,9,1,220.0
465,1483.0,10396.0,1483,7364,1,41,31,3,6,369,7137,7,625,0,3,47,1,1483.0
466,2736.0,17769.0,2736,11906,1,50,30,2,7,678,11445,14,450,0,0,23,0,2736.0
467,2691.0,18138.0,2691,11515,1,54,34,3,7,666,11408,7,516,0,1,40,0,2691.0
468,6891.0,38322.0,6891,26155,2,53,57,1,8,1694,25551,185,1333,0,24,53,0,6891.0
469,1467.0,15402.0,1467,11196,1,19,19,2,3,79,9140,3,426,0,5,34,0,1467.0
470,8132.0,38406.0,8132,23089,4,51,50,-1,8,1992,22631,366,1846,0,31,102,0,8132.0
471,9900.0,38437.0,9900,21909,4,69,58,4,8,2435,21101,242,2298,0,0,135,0,9900.0
472,2436.0,17796.0,2436,11273,1,42,40,2,6,609,11275,0,484,0,0,33,0,2436.0
473,1273.0,11712.0,1273,8184,1,26,17,1,3,79,7996,17,615,0,0,1,0,1273.0
474,84.0,3379.0,84,1223,1,22,9,4,2,21,1188,0,503,0,0,0,1,84.0
475,6884.0,29019.0,6884,17254,2,63,45,1,8,1674,16928,366,1062,0,3,151,1,6884.0
476,1262.0,11793.0,1262,5381,2,44,29,4,5,291,5021,38,1065,0,0,100,1,1262.0
477,7355.0,40655.0,7355,21181,2,52,50,-1,8,1806,20381,853,931,0,12,69,0,7355.0
478,4705.0,26424.0,4705,18523,1,61,47,0,7,1166,17599,41,695,0,6,40,1,4705.0
479,1718.0,18788.0,1718,12746,1,39,42,3,6,427,11836,0,540,0,8,18,0,1718.0
480,1169.0,11173.0,1169,9131,1,29,24,4,4,159,7523,17,759,0,3,6,0,1169.0
481,348.0,3791.0,348,2873,1,33,19,4,4,85,3178,8,493,0,0,13,1,348.0
482,321.0,2880.0,326,2350,1,22,19,4,3,77,2044,13,595,0,0,3,1,321.0
483,2850.0,16970.0,2850,12564,1,56,40,3,7,710,12047,12,488,0,14,30,0,2850.0
484,1150.0,13589.0,1150,11095,1,29,31,3,4,159,9278,18,461,0,1,20,0,1150.0
485,12889.0,30242.0,12889,18331,9,57,44,2,9,3017,17707,687,4523,0,0,68,1,12889.0
486,46.0,8779.0,46,5523,1,17,4,-3,1,0,5894,22,539,0,0,10,1,46.0
487,1147.0,8161.0,1147,6065,1,36,31,3,5,284,5354,11,454,0,0,8,1,1147.0
488,1898.0,13934.0,1898,9165,1,37,38,0,6,473,9052,6,565,0,1,71,0,1898.0
489,858.0,7504.0,858,6020,1,35,26,2,5,213,5819,6,538,0,7,10,0,858.0
490,2856.0,19737.0,2856,14233,1,43,46,3,7,709,13350,10,565,0,4,29,1,2856.0
491,27.0,6414.0,27,3268,1,17,4,-3,1,5,3730,7,437,0,0,7,1,27.0
492,3514.0,20680.0,3514,15856,1,53,44,6,7,853,15798,92,588,0,1,18,0,3514.0
493,3124.0,25159.0,3124,18759,1,37,34,0,7,776,17904,20,699,0,0,135,1,3124.0
494,1317.0,12978.0,1317,8969,1,51,42,4,6,324,7085,21,723,0,1,8,1,1317.0
495,13645.0,46940.0,13650,29265,4,66,56,0,9,3311,29047,353,2308,0,2,170,0,13645.0
496,2368.0,19644.0,2368,14117,1,51,27,3,6,583,13568,16,556,0,7,13,0,2368.0
497,3032.0,22074.0,3032,14987,1,47,47,3,7,758,14930,20,490,0,5,36,1,3032.0
498,13512.0,43075.0,13512,25913,3,67,40,-1,9,3235,25753,616,3389,0,0,73,1,13512.0
499,3211.0,22609.0,3211,16181,1,54,44,5,7,798,16170,9,621,0,15,30,0,3211.0
500,1471.0,14169.0,1471,10114,1,33,31,10,6,365,10075,11,454,0,8,23,0,1471.0
501,15760.0,46963.0,15760,27880,4,73,50,-1,9,3853,27551,308,2679,0,3,135,0,15760.0
502,1254.0,12719.0,1254,9318,1,38,30,4,5,309,8665,18,566,0,7,22,0,1254.0
503,3248.0,22070.0,3248,15209,1,53,33,2,7,812,14841,86,603,0,120,278,0,3248.0
504,841.0,7417.0,841,5503,1,43,29,3,5,208,4981,9,433,0,3,9,1,841.0
505,1364.0,12945.0,1364,9708,1,41,26,3,6,337,8582,16,544,0,10,16,0,1364.0
506,2620.0,15672.0,2620,11601,1,57,41,3,7,655,11334,0,654,0,0,34,1,2620.0
507,4175.0,25052.0,4175,16704,1,57,43,2,7,1028,15966,253,540,0,0,40,1,4175.0
508,2236.0,14297.0,2236,9258,1,45,37,3,6,559,8656,1324,499,0,2,96,1,2236.0
509,3048.0,22717.0,3048,16432,1,54,36,3,7,762,15804,20,554,0,7,28,0,3048.0
510,3576.0,23188.0,3576,16393,1,45,41,2,7,786,15711,432,472,0,6,20,0,3576.0
511,4006.0,22824.0,4006,15465,1,56,39,3,7,999,14807,26,561,0,43,76,0,4006.0
512,8173.0,48617.0,8173,32005,3,62,48,1,8,1984,31733,495,1878,0,8,55,1,8173.0
513,3661.0,22918.0,3661,12628,1,51,51,3,7,912,11766,3,699,0,6,34,0,3661.0
514,145.0,2781.0,145,1775,1,25,14,4,2,34,1594,9,634,0,0,0,1,145.0
515,1256.0,12146.0,1263,8248,1,33,34,4,5,309,8242,20,635,0,2,19,1,1256.0
516,731.0,9343.0,731,7545,1,33,39,1,5,181,6836,7,606,0,7,17,0,731.0
517,339.0,5830.0,339,2800,1,40,20,3,4,82,2649,11,481,0,9,12,1,339.0
518,800.0,7656.0,800,5091,1,36,26,3,5,200,4383,0,524,0,9,34,0,800.0
519,2142.0,23685.0,2142,16127,1,42,34,3,6,532,14550,4,510,0,39,156,0,2142.0
520,438.0,4913.0,438,3602,1,25,24,4,4,106,3705,14,408,0,5,42,0,438.0
521,2344.0,19887.0,2344,15254,1,46,43,4,6,584,14548,8,693,0,9,39,0,2344.0
522,787.0,8155.0,787,7670,1,37,19,3,5,193,5712,15,497,0,6,22,0,787.0
523,0.0,316.0,0,5,1,14,5,4,1,0,0,0,30,0,0,0,1,0.0
524,1777.0,15054.0,1777,11404,1,33,26,-2,4,159,10529,5,9,0,6,26,1,1777.0
525,1648.0,13287.0,1648,7875,1,48,38,4,6,409,7448,12,482,0,0,8,0,1648.0
526,1615.0,13667.0,1615,10427,1,45,45,3,6,399,10445,19,457,0,3,28,1,1615.0
527,3066.0,24210.0,3066,16015,1,40,33,-2,5,319,15062,12,396,0,14,65,0,3066.0
528,3079.0,20523.0,3079,13130,1,49,44,3,7,765,12971,751,444,0,5,51,0,3079.0
529,4714.0,21049.0,4714,15152,1,58,35,-1,7,1168,14457,128,505,0,0,74,0,4714.0
530,4000.0,26700.0,4000,20639,1,56,42,0,7,1000,19570,6,490,0,3,16,0,4000.0
531,3580.0,24675.0,3580,15737,1,53,45,6,7,895,14992,198,633,0,7,34,0,3580.0
532,2874.0,27529.0,2874,15431,1,44,39,3,7,714,14768,18,604,0,0,4,0,2874.0
533,1614.0,9237.0,1614,4565,2,43,35,6,6,360,5679,76,1544,0,0,18,1,1614.0
534,2696.0,19425.0,2696,13619,1,50,35,2,7,671,12761,12,527,0,21,33,0,2696.0
535,887.0,9328.0,887,7821,1,41,28,3,5,217,7550,9,404,0,10,87,1,887.0
536,1240.0,15120.0,1240,10180,1,46,29,3,5,310,9965,0,585,0,2,24,0,1240.0
537,775.0,9903.0,775,7614,1,44,25,1,5,190,6953,15,469,0,1,3,0,775.0
538,1416.0,14804.0,1416,12119,1,41,26,3,6,354,10518,788,572,0,8,41,0,1416.0
539,4544.0,28328.0,4544,18630,1,61,30,3,7,1135,18050,4,587,0,10,48,0,4544.0
540,2888.0,21966.0,2888,13243,1,56,43,3,7,722,12892,820,564,0,0,117,0,2888.0
541,6403.0,33548.0,6403,21567,2,64,44,3,8,1583,21060,205,1053,0,15,123,1,6403.0
542,4442.0,26961.0,4442,19411,1,55,36,0,7,1102,18748,24,642,0,16,162,0,4442.0
543,48.0,1456.0,48,499,1,14,5,4,1,12,642,0,389,0,0,0,1,48.0
544,2836.0,20716.0,2836,14121,1,61,38,3,7,709,12757,4,501,0,0,21,0,2836.0
545,2014.0,15555.0,2014,11586,1,42,40,3,6,502,11126,6,583,0,2,65,0,2014.0
546,3163.0,27688.0,3163,13827,1,41,41,4,7,789,13368,7,590,0,0,3,0,3163.0
547,17108.0,58645.0,17108,43193,6,78,39,1,9,4156,40878,226,3213,0,5,204,0,17108.0
548,1682.0,16283.0,1682,13239,1,43,23,3,6,407,11764,54,501,0,8,21,1,1682.0
549,117.0,746.0,117,305,1,17,6,5,2,24,333,21,460,0,0,0,1,117.0
